#1_usercol	2_usercol	3_usercol	4_usercol	5_usercol	6_pct_at	7_pct_gc	8_num_A	9_num_C	10_num_G	11_num_T	12_num_N	13_num_oth	14_seq_len
gi|556503834|ref|NC_000913.3|	2419234	2419788	yfcE	-	0.480144	0.519856	137	158	130	129	0	0	554
gi|556503834|ref|NC_000913.3|	2419841	2420485	yfcF	-	0.482919	0.517081	164	181	152	147	0	0	644
gi|556503834|ref|NC_000913.3|	2420621	2421268	yfcG	+	0.485317	0.514683	154	164	169	160	0	0	647
gi|556503834|ref|NC_000913.3|	2421708	2422601	yfcH	+	0.450168	0.549832	194	228	263	208	0	0	893
gi|556503834|ref|NC_000913.3|	2422649	2423539	yfcI	-	0.543820	0.456180	240	216	190	244	0	0	890
gi|556503834|ref|NC_000913.3|	2423736	2424509	hisP	-	0.479948	0.520052	166	225	177	205	0	0	773
gi|556503834|ref|NC_000913.3|	2424517	2425233	hisM	-	0.502793	0.497207	218	174	182	142	0	0	716
gi|556503834|ref|NC_000913.3|	2425230	2425916	hisQ	-	0.473761	0.526239	202	204	157	123	0	0	686
gi|556503834|ref|NC_000913.3|	2426006	2426788	hisJ	-	0.511509	0.488491	182	197	185	218	0	0	782
gi|556503834|ref|NC_000913.3|	2427009	2427791	argT	-	0.497442	0.502558	194	209	184	195	0	0	782
gi|556503834|ref|NC_000913.3|	2428057	2428626	ubiX	-	0.467487	0.532513	150	151	152	116	0	0	569
gi|556503834|ref|NC_000913.3|	2428721	2430238	purF	-	0.470666	0.529334	359	401	402	355	0	0	1517
gi|556503834|ref|NC_000913.3|	2430275	2430763	cvpA	-	0.508197	0.491803	162	134	106	86	0	0	488
gi|556503834|ref|NC_000913.3|	2431022	2431684	dedD	-	0.429003	0.570997	126	213	165	158	0	0	662
gi|556503834|ref|NC_000913.3|	2431674	2432942	folC	-	0.439274	0.560726	286	394	317	271	0	0	1268
gi|556503834|ref|NC_000913.3|	2433012	2433926	accD	-	0.445295	0.554705	202	283	224	205	0	0	914
gi|556503834|ref|NC_000913.3|	2434082	2434741	dedA	-	0.509863	0.490137	202	169	154	134	0	0	659
gi|556503834|ref|NC_000913.3|	2434824	2435636	truA	-	0.445813	0.554187	174	242	208	188	0	0	812
gi|556503834|ref|NC_000913.3|	2435636	2436649	us	-	0.450148	0.549852	226	308	249	230	0	0	1013
gi|556503834|ref|NC_000913.3|	2436715	2437851	pdxB	-	0.469190	0.530810	283	335	268	250	0	0	1136
gi|556503834|ref|NC_000913.3|	2437950	2438945	flk	+	0.479397	0.520603	249	263	255	228	0	0	995
gi|556503834|ref|NC_000913.3|	2438942	2440120	yfcJ	-	0.433786	0.566214	329	369	298	182	0	0	1178
gi|556503834|ref|NC_000913.3|	2440385	2441605	fabB	-	0.433607	0.566393	268	353	338	261	0	0	1220
gi|556503834|ref|NC_000913.3|	2441764	2443770	mnmC	+	0.471585	0.528415	460	480	580	486	0	0	2006
gi|556503834|ref|NC_000913.3|	2444203	2444751	pmC	-	0.496350	0.503650	139	149	127	133	0	0	548
gi|556503834|ref|NC_000913.3|	2444751	2445560	yfcA	-	0.472188	0.527812	226	225	202	156	0	0	809
gi|556503834|ref|NC_000913.3|	2445560	2446384	mepA	-	0.445388	0.554612	182	226	231	185	0	0	824
gi|556503834|ref|NC_000913.3|	2446388	2447473	aroC	-	0.432258	0.567742	223	311	305	246	0	0	1085
gi|556503834|ref|NC_000913.3|	2448606	2449157	smrB	+	0.466425	0.533575	133	127	167	124	0	0	551
gi|556503834|ref|NC_000913.3|	2449228	2450049	yfcO	-	0.545676	0.454324	235	208	165	213	0	0	821
gi|556503834|ref|NC_000913.3|	2450051	2450590	yfcP	-	0.512059	0.487941	132	147	116	144	0	0	539
gi|556503834|ref|NC_000913.3|	2450587	2451075	yfcQ	-	0.532787	0.467213	127	112	116	133	0	0	488
gi|556503834|ref|NC_000913.3|	2451072	2451584	yfcR	-	0.507812	0.492188	126	144	108	134	0	0	512
gi|556503834|ref|NC_000913.3|	2455083	2455646	yfcV	-	0.538188	0.461812	141	129	131	162	0	0	563
gi|556503834|ref|NC_000913.3|	2456327	2456812	sixA	-	0.465979	0.534021	119	138	121	107	0	0	485
gi|556503834|ref|NC_000913.3|	2457015	2459159	fadJ	-	0.477146	0.522855	506	613	508	517	0	0	2144
gi|556503834|ref|NC_000913.3|	2459159	2460469	fadI	-	0.441221	0.558779	297	392	340	281	0	0	1310
gi|556503834|ref|NC_000913.3|	2461306	2462646	fadL	+	0.501493	0.498507	328	335	333	344	0	0	1340
gi|556503834|ref|NC_000913.3|	2463012	2464070	yfdF	+	0.644612	0.355388	400	185	191	282	0	0	1058
gi|556503834|ref|NC_000913.3|	2464252	2465007	mlaA	-	0.480795	0.519205	207	211	181	156	0	0	755
gi|556503834|ref|NC_000913.3|	2466545	2467702	intS	+	0.522040	0.477960	344	255	298	260	0	0	1157
gi|556503834|ref|NC_000913.3|	2471077	2471517	yfdK	-	0.543182	0.456818	110	111	90	129	0	0	440
gi|556503834|ref|NC_000913.3|	2472387	2472881	yfdN	-	0.455466	0.544534	109	149	120	116	0	0	494
gi|556503834|ref|NC_000913.3|	2474032	2474856	yfdQ	+	0.542476	0.457524	224	189	188	223	0	0	824
gi|556503834|ref|NC_000913.3|	2476694	2477629	dsdC	-	0.518717	0.481283	240	234	216	245	0	0	935
gi|556503834|ref|NC_000913.3|	2477847	2479184	dsdX	+	0.512341	0.487659	288	312	340	397	0	0	1337
gi|556503834|ref|NC_000913.3|	2479202	2480530	dsdA	+	0.490964	0.509036	315	314	362	337	0	0	1328
gi|556503834|ref|NC_000913.3|	2480638	2482176	mrY	-	0.583225	0.416775	515	339	302	382	0	0	1538
gi|556503834|ref|NC_000913.3|	2483755	2484369	vgA	+	0.599349	0.400651	200	119	127	168	0	0	614
gi|556503834|ref|NC_000913.3|	2492004	2493254	frc	-	0.528800	0.471200	330	313	276	331	0	0	1250
gi|556503834|ref|NC_000913.3|	2493767	2494402	yfdX	-	0.537008	0.462992	137	160	134	204	0	0	635
gi|556503834|ref|NC_000913.3|	2495645	2496565	lpxP	+	0.484783	0.515217	217	228	246	229	0	0	920
gi|556503834|ref|NC_000913.3|	2497057	2498295	alaC	-	0.449919	0.550081	280	362	319	277	0	0	1238
gi|556503834|ref|NC_000913.3|	2498671	2500368	ypdA	+	0.486152	0.513848	401	427	445	424	0	0	1697
gi|556503834|ref|NC_000913.3|	2501130	2501987	ypdC	+	0.463244	0.536756	168	223	237	229	0	0	857
gi|556503834|ref|NC_000913.3|	2501990	2504485	fryA	-	0.447695	0.552305	542	719	659	575	0	0	2495
gi|556503834|ref|NC_000913.3|	2504510	2505547	ypdE	-	0.416586	0.583414	217	333	272	215	0	0	1037
gi|556503834|ref|NC_000913.3|	2505547	2506632	ypdF	-	0.431336	0.568664	232	330	287	236	0	0	1085
gi|556503834|ref|NC_000913.3|	2506647	2507894	fryC	-	0.456295	0.543705	343	343	335	226	0	0	1247
gi|556503834|ref|NC_000913.3|	2508461	2509426	lk	-	0.483938	0.516062	256	271	227	211	0	0	965
gi|556503834|ref|NC_000913.3|	2509630	2510886	yfeO	+	0.460987	0.539013	233	326	351	346	0	0	1256
gi|556503834|ref|NC_000913.3|	2511468	2512706	mntH	-	0.467690	0.532310	348	380	279	231	0	0	1238
gi|556503834|ref|NC_000913.3|	2513042	2514244	upC	+	0.500832	0.499168	249	306	294	353	0	0	1202
gi|556503834|ref|NC_000913.3|	2514331	2515443	insL1	+	0.480216	0.519784	274	274	304	260	0	0	1112
gi|556503834|ref|NC_000913.3|	2519257	2520672	ltX	-	0.474205	0.525795	323	390	354	348	0	0	1415
gi|556503834|ref|NC_000913.3|	2521593	2522477	xapR	-	0.495475	0.504525	228	241	205	210	0	0	884
gi|556503834|ref|NC_000913.3|	2522729	2523985	xapB	-	0.519108	0.480892	402	331	273	250	0	0	1256
gi|556503834|ref|NC_000913.3|	2524045	2524878	xapA	-	0.482593	0.517407	222	239	192	180	0	0	833
gi|556503834|ref|NC_000913.3|	2526946	2527944	yfeH	+	0.481964	0.518036	187	239	278	294	0	0	998
gi|556503834|ref|NC_000913.3|	2528161	2530176	ligA	-	0.455583	0.544417	457	614	483	461	0	0	2015
gi|556503834|ref|NC_000913.3|	2530247	2531233	zipA	-	0.448276	0.551724	209	266	278	233	0	0	986
gi|556503834|ref|NC_000913.3|	2531463	2532224	cysZ	+	0.498029	0.501971	150	191	191	229	0	0	761
gi|556503834|ref|NC_000913.3|	2532409	2533380	cysK	+	0.496395	0.503605	262	234	255	220	0	0	971
gi|556503834|ref|NC_000913.3|	2534066	2535793	ptsI	+	0.503185	0.496815	459	399	459	410	0	0	1727
gi|556503834|ref|NC_000913.3|	2535834	2536343	crr	+	0.526523	0.473477	142	113	128	126	0	0	509
gi|556503834|ref|NC_000913.3|	2536386	2537237	pdxK	-	0.477086	0.522914	205	244	201	201	0	0	851
gi|556503834|ref|NC_000913.3|	2538672	2539583	cysM	-	0.434687	0.565313	183	292	223	213	0	0	911
gi|556503834|ref|NC_000913.3|	2539717	2540814	cysA	-	0.412944	0.587056	230	339	305	223	0	0	1097
gi|556503834|ref|NC_000913.3|	2541679	2542512	cysU	-	0.436975	0.563025	231	259	210	133	0	0	833
gi|556503834|ref|NC_000913.3|	2542512	2543528	cysP	-	0.461614	0.538386	201	280	267	268	0	0	1016
gi|556503834|ref|NC_000913.3|	2543832	2544623	ucpA	-	0.446271	0.553729	170	245	193	183	0	0	791
gi|556503834|ref|NC_000913.3|	2545773	2546669	murQ	+	0.464286	0.535714	218	212	268	198	0	0	896
gi|556503834|ref|NC_000913.3|	2546673	2548097	murP	+	0.433989	0.566011	258	387	419	360	0	0	1424
gi|556503834|ref|NC_000913.3|	2548102	2549406	yfeW	+	0.480828	0.519172	335	328	349	292	0	0	1304
gi|556503834|ref|NC_000913.3|	2549646	2550545	yfeX	-	0.439377	0.560623	192	280	224	203	0	0	899
gi|556503834|ref|NC_000913.3|	2550641	2551216	yfeY	-	0.490435	0.509565	134	165	128	148	0	0	575
gi|556503834|ref|NC_000913.3|	2551277	2551726	yfeZ	-	0.469933	0.530067	145	136	102	66	0	0	449
gi|556503834|ref|NC_000913.3|	2551713	2552138	ypeA	-	0.482353	0.517647	107	139	81	98	0	0	425
gi|556503834|ref|NC_000913.3|	2552352	2553221	amiA	+	0.501726	0.498274	242	216	217	194	0	0	869
gi|556503834|ref|NC_000913.3|	2553225	2554124	hemF	+	0.452725	0.547275	188	231	261	219	0	0	899
gi|556503834|ref|NC_000913.3|	2554130	2555182	utR	-	0.465779	0.534221	241	302	260	249	0	0	1052
gi|556503834|ref|NC_000913.3|	2555228	2555728	utK	-	0.418000	0.582000	104	160	131	105	0	0	500
gi|556503834|ref|NC_000913.3|	2555741	2556400	utL	-	0.435508	0.564492	154	188	184	133	0	0	659
gi|556503834|ref|NC_000913.3|	2556410	2557297	utC	-	0.432920	0.567080	182	267	236	202	0	0	887
gi|556503834|ref|NC_000913.3|	2558858	2560066	intZ	+	0.462748	0.537252	322	318	331	237	0	0	1208
gi|556503834|ref|NC_000913.3|	2562111	2562527	yffO	+	0.509615	0.490385	136	83	121	76	0	0	416
gi|556503834|ref|NC_000913.3|	2562524	2563117	yffP	+	0.475548	0.524452	160	154	157	122	0	0	593
gi|556503834|ref|NC_000913.3|	2564523	2565332	yffS	+	0.494438	0.505562	258	160	249	142	0	0	809
gi|556503834|ref|NC_000913.3|	2565481	2566884	utA	-	0.408411	0.591589	311	423	407	262	0	0	1403
gi|556503834|ref|NC_000913.3|	2566881	2568107	utH	-	0.447798	0.552202	311	361	316	238	0	0	1226
gi|556503834|ref|NC_000913.3|	2568324	2569511	utG	-	0.413648	0.586352	254	385	311	237	0	0	1187
gi|556503834|ref|NC_000913.3|	2569501	2570337	utJ	-	0.412679	0.587321	175	269	222	170	0	0	836
gi|556503834|ref|NC_000913.3|	2570348	2571751	utE	-	0.428368	0.571632	271	421	381	330	0	0	1403
gi|556503834|ref|NC_000913.3|	2572489	2573505	utD	-	0.417323	0.582677	215	310	282	209	0	0	1016
gi|556503834|ref|NC_000913.3|	2573502	2574305	utT	-	0.413450	0.586550	156	241	230	176	0	0	803
gi|556503834|ref|NC_000913.3|	2574302	2575003	utQ	-	0.439372	0.560628	132	206	187	176	0	0	701
gi|556503834|ref|NC_000913.3|	2574978	2575457	utP	-	0.501044	0.498956	102	129	110	138	0	0	479
gi|556503834|ref|NC_000913.3|	2576098	2578377	maeB	-	0.458534	0.541466	511	663	571	534	0	0	2279
gi|556503834|ref|NC_000913.3|	2578666	2579616	talA	+	0.496842	0.503158	256	234	244	216	0	0	950
gi|556503834|ref|NC_000913.3|	2579636	2581639	tktB	+	0.453320	0.546680	484	500	595	424	0	0	2003
gi|556503834|ref|NC_000913.3|	2581734	2582777	ypfG	-	0.453500	0.546501	245	317	253	228	0	0	1043
gi|556503834|ref|NC_000913.3|	2583546	2585525	aegA	-	0.442648	0.557352	425	585	518	451	0	0	1979
gi|556503834|ref|NC_000913.3|	2585731	2587431	arQ	+	0.484118	0.515882	404	428	449	419	0	0	1700
gi|556503834|ref|NC_000913.3|	2587595	2590708	acrD	+	0.455188	0.544812	675	808	888	742	0	0	3113
gi|556503834|ref|NC_000913.3|	2591607	2592734	dapE	+	0.464951	0.535049	250	278	325	274	0	0	1127
gi|556503834|ref|NC_000913.3|	2593072	2593770	ypfH	-	0.459885	0.540115	168	220	157	153	0	0	698
gi|556503834|ref|NC_000913.3|	2593844	2595859	tmcA	-	0.447146	0.552854	482	593	521	419	0	0	2015
gi|556503834|ref|NC_000913.3|	2595874	2596737	ypfJ	-	0.463499	0.536501	186	256	207	214	0	0	863
gi|556503834|ref|NC_000913.3|	2596905	2597618	purC	-	0.476858	0.523142	156	210	163	184	0	0	713
gi|556503834|ref|NC_000913.3|	2597831	2598865	bamC	-	0.444874	0.555126	230	303	271	230	0	0	1034
gi|556503834|ref|NC_000913.3|	2598882	2599760	dapA	-	0.481777	0.518223	212	246	209	211	0	0	878
gi|556503834|ref|NC_000913.3|	2599906	2600478	cvR	+	0.498252	0.501748	144	144	143	141	0	0	572
gi|556503834|ref|NC_000913.3|	2600478	2600948	bcp	+	0.504255	0.495745	129	116	117	108	0	0	470
gi|556503834|ref|NC_000913.3|	2601201	2601818	hyfA	+	0.435981	0.564019	135	178	170	134	0	0	617
gi|556503834|ref|NC_000913.3|	2601818	2603836	hyfB	+	0.452428	0.547572	363	536	569	550	0	0	2018
gi|556503834|ref|NC_000913.3|	2603847	2604794	hyfC	+	0.462513	0.537487	165	249	260	273	0	0	947
gi|556503834|ref|NC_000913.3|	2604811	2606250	hyfD	+	0.446143	0.553857	235	377	420	407	0	0	1439
gi|556503834|ref|NC_000913.3|	2606262	2606912	hyfE	+	0.466154	0.533846	131	172	175	172	0	0	650
gi|556503834|ref|NC_000913.3|	2606917	2608497	hyfF	+	0.460759	0.539240	277	414	438	451	0	0	1580
gi|556503834|ref|NC_000913.3|	2608487	2610154	hyfG	+	0.457109	0.542891	359	440	465	403	0	0	1667
gi|556503834|ref|NC_000913.3|	2610164	2610709	hyfH	+	0.449541	0.550459	136	160	140	109	0	0	545
gi|556503834|ref|NC_000913.3|	2610706	2611464	hyfI	+	0.441952	0.558047	152	216	207	183	0	0	758
gi|556503834|ref|NC_000913.3|	2611457	2611870	hyfJ	+	0.472155	0.527845	94	95	123	101	0	0	413
gi|556503834|ref|NC_000913.3|	2611900	2613912	hyfR	+	0.473658	0.526342	475	520	539	478	0	0	2012
gi|556503834|ref|NC_000913.3|	2613934	2614782	focB	+	0.487028	0.512972	157	207	228	256	0	0	848
gi|556503834|ref|NC_000913.3|	2614820	2615881	yfgO	-	0.458058	0.541942	310	322	253	176	0	0	1061
gi|556503834|ref|NC_000913.3|	2616094	2617557	bepA	+	0.460697	0.539303	357	387	402	317	0	0	1463
gi|556503834|ref|NC_000913.3|	2618075	2618776	hda	-	0.462197	0.537803	178	208	169	146	0	0	701
gi|556503834|ref|NC_000913.3|	2618871	2620160	uraA	-	0.480217	0.519783	372	356	314	247	0	0	1289
gi|556503834|ref|NC_000913.3|	2620246	2620872	upp	-	0.469649	0.530351	127	178	154	167	0	0	626
gi|556503834|ref|NC_000913.3|	2621197	2622234	purM	+	0.471553	0.528447	245	244	304	244	0	0	1037
gi|556503834|ref|NC_000913.3|	2622234	2622872	purN	+	0.462382	0.537618	146	169	174	149	0	0	638
gi|556503834|ref|NC_000913.3|	2623044	2625110	ppk	+	0.511133	0.488867	527	516	494	529	0	0	2066
gi|556503834|ref|NC_000913.3|	2625115	2626656	ppx	+	0.487995	0.512005	386	370	419	366	0	0	1541
gi|556503834|ref|NC_000913.3|	2626695	2628938	yfgF	-	0.533660	0.466340	664	538	508	533	0	0	2243
gi|556503834|ref|NC_000913.3|	2629792	2630310	yfgH	+	0.528958	0.471042	150	118	126	124	0	0	518
gi|556503834|ref|NC_000913.3|	2630326	2630865	yfgI	+	0.506494	0.493506	186	121	145	87	0	0	539
gi|556503834|ref|NC_000913.3|	2630958	2632535	uaA	-	0.458465	0.541535	364	448	406	359	0	0	1577
gi|556503834|ref|NC_000913.3|	2632604	2634070	uaB	-	0.452933	0.547067	328	422	380	336	0	0	1466
gi|556503834|ref|NC_000913.3|	2634232	2635602	xseA	+	0.467153	0.532847	352	371	359	288	0	0	1370
gi|556503834|ref|NC_000913.3|	2635884	2637356	der	-	0.477582	0.522418	343	425	344	360	0	0	1472
gi|556503834|ref|NC_000913.3|	2637474	2638652	bamB	-	0.466893	0.533107	293	345	283	257	0	0	1178
gi|556503834|ref|NC_000913.3|	2639301	2640575	hisS	-	0.452119	0.547881	295	385	313	281	0	0	1274
gi|556503834|ref|NC_000913.3|	2640686	2641804	ispG	-	0.466905	0.533095	251	317	279	271	0	0	1118
gi|556503834|ref|NC_000913.3|	2641831	2642844	rodZ	-	0.454097	0.545903	205	271	282	255	0	0	1013
gi|556503834|ref|NC_000913.3|	2643129	2644283	rlmN	-	0.469671	0.530329	254	322	290	288	0	0	1154
gi|556503834|ref|NC_000913.3|	2644433	2644864	dk	-	0.475638	0.524362	108	112	114	97	0	0	431
gi|556503834|ref|NC_000913.3|	2645013	2647325	pbpC	-	0.432958	0.567042	531	693	618	470	0	0	2312
gi|556503834|ref|NC_000913.3|	2647326	2652287	yfhM	-	0.470268	0.529732	1124	1423	1205	1209	0	0	4961
gi|556503834|ref|NC_000913.3|	2652494	2653339	sseA	+	0.467456	0.532544	197	198	252	198	0	0	845
gi|556503834|ref|NC_000913.3|	2654157	2654933	sseB	-	0.528351	0.471649	187	197	169	223	0	0	776
gi|556503834|ref|NC_000913.3|	2655075	2656358	pepB	-	0.431021	0.568979	261	403	327	292	0	0	1283
gi|556503834|ref|NC_000913.3|	2657085	2658935	hscA	-	0.422703	0.577297	400	576	492	382	0	0	1850
gi|556503834|ref|NC_000913.3|	2658952	2659467	hscB	-	0.475728	0.524272	114	136	134	131	0	0	515
gi|556503834|ref|NC_000913.3|	2661643	2662131	iscR	-	0.463115	0.536885	117	135	127	109	0	0	488
gi|556503834|ref|NC_000913.3|	2662583	2663323	trmJ	-	0.444595	0.555405	160	225	186	169	0	0	740
gi|556503834|ref|NC_000913.3|	2663442	2664245	suhB	+	0.454545	0.545455	189	222	216	176	0	0	803
gi|556503834|ref|NC_000913.3|	2664390	2665244	yfhR	+	0.494145	0.505855	194	222	210	228	0	0	854
gi|556503834|ref|NC_000913.3|	2665435	2666715	csiE	+	0.484375	0.515625	290	340	320	330	0	0	1280
gi|556503834|ref|NC_000913.3|	2666707	2667846	hcaT	-	0.434592	0.565408	329	351	293	166	0	0	1139
gi|556503834|ref|NC_000913.3|	2668006	2668896	hcaR	-	0.501124	0.498876	223	242	202	223	0	0	890
gi|556503834|ref|NC_000913.3|	2669032	2670393	hcaE	+	0.470242	0.529758	323	350	371	317	0	0	1361
gi|556503834|ref|NC_000913.3|	2670390	2670908	hcaF	+	0.476834	0.523166	138	141	130	109	0	0	518
gi|556503834|ref|NC_000913.3|	2671225	2672037	hcaB	+	0.438424	0.561576	170	215	241	186	0	0	812
gi|556503834|ref|NC_000913.3|	2672047	2673249	hcaD	+	0.459235	0.540765	284	309	341	268	0	0	1202
gi|556503834|ref|NC_000913.3|	2673816	2674688	yphB	-	0.447248	0.552752	211	268	214	179	0	0	872
gi|556503834|ref|NC_000913.3|	2674700	2675761	yphC	-	0.447691	0.552309	242	332	254	233	0	0	1061
gi|556503834|ref|NC_000913.3|	2675827	2676825	yphD	-	0.437876	0.562124	284	318	243	153	0	0	998
gi|556503834|ref|NC_000913.3|	2676850	2678361	yphE	-	0.438782	0.561218	323	480	368	340	0	0	1511
gi|556503834|ref|NC_000913.3|	2678384	2679367	yphF	-	0.538149	0.461851	244	253	201	285	0	0	983
gi|556503834|ref|NC_000913.3|	2679464	2682745	yphG	-	0.451082	0.548918	723	954	847	757	0	0	3281
gi|556503834|ref|NC_000913.3|	2682863	2684056	yphH	+	0.493713	0.506287	306	268	336	283	0	0	1193
gi|556503834|ref|NC_000913.3|	2684254	2685507	lyA	-	0.466081	0.533919	274	343	326	310	0	0	1253
gi|556503834|ref|NC_000913.3|	2685835	2687025	hmp	+	0.474790	0.525210	308	299	326	257	0	0	1190
gi|556503834|ref|NC_000913.3|	2687469	2688803	lrR	-	0.452024	0.547976	292	390	341	311	0	0	1334
gi|556503834|ref|NC_000913.3|	2688793	2689506	yfhG	-	0.457223	0.542777	143	182	205	183	0	0	713
gi|556503834|ref|NC_000913.3|	2689671	2691098	lrK	-	0.468115	0.531885	333	408	351	335	0	0	1427
gi|556503834|ref|NC_000913.3|	2697354	2697857	tadA	-	0.451292	0.548708	112	158	118	115	0	0	503
gi|556503834|ref|NC_000913.3|	2697915	2698550	pgpC	-	0.478740	0.521260	178	176	155	126	0	0	635
gi|556503834|ref|NC_000913.3|	2698759	2699607	yfhH	+	0.482311	0.517689	210	211	228	199	0	0	848
gi|556503834|ref|NC_000913.3|	2700998	2701729	pdxJ	-	0.435021	0.564979	146	221	192	172	0	0	731
gi|556503834|ref|NC_000913.3|	2701741	2702469	recO	-	0.458791	0.541209	170	199	195	164	0	0	728
gi|556503834|ref|NC_000913.3|	2702481	2703386	ra	-	0.476243	0.523757	194	245	229	237	0	0	905
gi|556503834|ref|NC_000913.3|	2703383	2704063	rnc	-	0.492647	0.507353	161	184	161	174	0	0	680
gi|556503834|ref|NC_000913.3|	2704335	2705309	lepB	-	0.479466	0.520534	232	280	227	235	0	0	974
gi|556503834|ref|NC_000913.3|	2705325	2707124	lepA	-	0.462479	0.537521	387	498	469	445	0	0	1799
gi|556503834|ref|NC_000913.3|	2707322	2707801	rseC	-	0.450939	0.549061	125	141	122	91	0	0	479
gi|556503834|ref|NC_000913.3|	2707798	2708754	rseB	-	0.491632	0.508368	243	237	249	227	0	0	956
gi|556503834|ref|NC_000913.3|	2709437	2710012	rpoE	-	0.511304	0.488696	149	163	118	145	0	0	575
gi|556503834|ref|NC_000913.3|	2710420	2712042	adB	+	0.467941	0.532059	370	412	451	389	0	0	1622
gi|556503834|ref|NC_000913.3|	2712896	2714230	srmB	+	0.452024	0.547976	341	362	369	262	0	0	1334
gi|556503834|ref|NC_000913.3|	2714439	2715320	yfiE	-	0.502838	0.497162	232	251	187	211	0	0	881
gi|556503834|ref|NC_000913.3|	2715423	2716010	amB	+	0.488927	0.511073	113	134	166	174	0	0	587
gi|556503834|ref|NC_000913.3|	2716754	2717443	u	+	0.477504	0.522496	162	176	184	167	0	0	689
gi|556503834|ref|NC_000913.3|	2717491	2718528	yfiF	-	0.436837	0.563163	203	333	251	250	0	0	1037
gi|556503834|ref|NC_000913.3|	2718735	2719154	trxC	+	0.503580	0.496420	107	93	115	104	0	0	419
gi|556503834|ref|NC_000913.3|	2719223	2719921	yfiP	+	0.475645	0.524355	155	191	175	177	0	0	698
gi|556503834|ref|NC_000913.3|	2719953	2722613	pka	+	0.456767	0.543233	609	709	736	606	0	0	2660
gi|556503834|ref|NC_000913.3|	2722727	2724082	pssA	+	0.510701	0.489299	349	329	334	343	0	0	1355
gi|556503834|ref|NC_000913.3|	2724448	2725746	kgtP	-	0.513097	0.486903	397	346	286	269	0	0	1298
gi|556503834|ref|NC_000913.3|	2731600	2734173	clpB	-	0.485426	0.514574	586	724	600	663	0	0	2573
gi|556503834|ref|NC_000913.3|	2734303	2735034	yfiH	-	0.451436	0.548564	181	220	181	149	0	0	731
gi|556503834|ref|NC_000913.3|	2735031	2736011	rluD	-	0.471429	0.528571	221	271	247	241	0	0	980
gi|556503834|ref|NC_000913.3|	2736146	2736883	bamD	+	0.487110	0.512890	196	188	190	163	0	0	737
gi|556503834|ref|NC_000913.3|	2737745	2738905	pheA	+	0.507759	0.492241	306	287	284	283	0	0	1160
gi|556503834|ref|NC_000913.3|	2738948	2740069	tyrA	-	0.476360	0.523640	292	342	245	242	0	0	1121
gi|556503834|ref|NC_000913.3|	2740080	2741150	aroF	-	0.481308	0.518692	249	291	264	266	0	0	1070
gi|556503834|ref|NC_000913.3|	2741875	2742393	yfiR	+	0.542471	0.457529	131	126	111	150	0	0	518
gi|556503834|ref|NC_000913.3|	2742383	2743609	yfiN	+	0.516313	0.483687	330	312	281	303	0	0	1226
gi|556503834|ref|NC_000913.3|	2743625	2744107	yfiB	+	0.487552	0.512448	135	132	115	100	0	0	482
gi|556503834|ref|NC_000913.3|	2744572	2745339	trmD	-	0.465450	0.534550	166	231	179	191	0	0	767
gi|556503834|ref|NC_000913.3|	2745370	2745918	rimM	-	0.509124	0.490876	135	148	121	144	0	0	548
gi|556503834|ref|NC_000913.3|	2746434	2747795	ffh	-	0.457752	0.542248	277	417	321	346	0	0	1361
gi|556503834|ref|NC_000913.3|	2747962	2748753	ypjD	+	0.472819	0.527181	155	211	206	219	0	0	791
gi|556503834|ref|NC_000913.3|	2750115	2750708	rpE	-	0.495784	0.504216	129	178	121	165	0	0	593
gi|556503834|ref|NC_000913.3|	2750831	2751709	adK	+	0.500000	0.500000	228	229	210	211	0	0	878
gi|556503834|ref|NC_000913.3|	2754896	2755378	smpB	+	0.481328	0.518672	139	126	124	93	0	0	482
gi|556503834|ref|NC_000913.3|	2756159	2757400	intA	+	0.523771	0.476229	349	290	301	301	0	0	1241
gi|556503834|ref|NC_000913.3|	2761351	2763540	yfjK	-	0.510736	0.489265	557	540	531	561	0	0	2189
gi|556503834|ref|NC_000913.3|	2763537	2765153	yfjL	-	0.512995	0.487005	386	387	400	443	0	0	1616
gi|556503834|ref|NC_000913.3|	2768665	2769486	yfjQ	+	0.443362	0.556638	181	207	250	183	0	0	821
gi|556503834|ref|NC_000913.3|	2769703	2770404	yfjR	+	0.426534	0.573466	126	199	203	173	0	0	701
gi|556503834|ref|NC_000913.3|	2770681	2771124	yfjS	+	0.489842	0.510158	116	113	113	101	0	0	443
gi|556503834|ref|NC_000913.3|	2771148	2771615	yfjT	+	0.486081	0.513919	122	119	121	105	0	0	467
gi|556503834|ref|NC_000913.3|	2775919	2776377	yfjX	+	0.458515	0.541485	106	125	123	104	0	0	458
gi|556503834|ref|NC_000913.3|	2776386	2776868	yfjY	+	0.456432	0.543568	115	140	122	105	0	0	482
gi|556503834|ref|NC_000913.3|	2778146	2782726	ypjA	-	0.507860	0.492140	993	1251	1003	1333	0	0	4580
gi|556503834|ref|NC_000913.3|	2788985	2789962	csiD	+	0.456499	0.543500	224	266	265	222	0	0	977
gi|556503834|ref|NC_000913.3|	2789982	2791250	lhgO	+	0.422713	0.577287	274	366	366	262	0	0	1268
gi|556503834|ref|NC_000913.3|	2791273	2792721	abD	+	0.416436	0.583564	325	409	436	278	0	0	1448
